,drug,HC03_VC208,HC03_VC207,HC03_VC206,HC03_VC205,HC03_VC204,HC03_VC203,HC03_VC202,HC03_VC201,HC03_VC200,HC03_VC199,HC03_VC198,HC03_VC197,HC03_VC196,HC03_VC195,HC03_VC194,HC03_VC193
419,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_2,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_2,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
420,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_3,HC03_VC203_3,HC03_VC202_2,HC03_VC201_4,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_2,HC03_VC195_3,HC03_VC194_4,HC03_VC193_2
421,low,HC03_VC208_2,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_3,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3
422,low,HC03_VC208_3,HC03_VC207_2,HC03_VC206_1,HC03_VC205_4,HC03_VC204_2,HC03_VC203_4,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_2,HC03_VC198_2,HC03_VC197_2,HC03_VC196_1,HC03_VC195_3,HC03_VC194_2,HC03_VC193_2
423,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_2,HC03_VC203_3,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_1,HC03_VC196_4,HC03_VC195_1,HC03_VC194_3,HC03_VC193_4
424,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3
425,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_2,HC03_VC200_3,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_3,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
426,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_2
427,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
428,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_3,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_3,HC03_VC199_1,HC03_VC198_2,HC03_VC197_3,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
429,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
430,low,HC03_VC208_2,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_3,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
431,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_1,HC03_VC193_4
432,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_4,HC03_VC199_2,HC03_VC198_3,HC03_VC197_2,HC03_VC196_1,HC03_VC195_2,HC03_VC194_3,HC03_VC193_4
433,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_2,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
434,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
435,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
436,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
437,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_2,HC03_VC198_1,HC03_VC197_2,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
438,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
439,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1
440,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_1,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
441,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
442,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
443,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_1,HC03_VC205_3,HC03_VC204_1,HC03_VC203_4,HC03_VC202_1,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_3,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
444,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
445,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_2,HC03_VC205_4,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_4,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
