,drug,HC03_VC182,HC03_VC183,HC03_VC184,HC03_VC185,HC03_VC186,HC03_VC187,HC03_VC188,HC03_VC189,HC03_VC190,HC03_VC191,HC03_VC192,HC03_VC193,HC03_VC194,HC03_VC195,HC03_VC196,HC03_VC197,HC03_VC198,HC03_VC199,HC03_VC200,HC03_VC201,HC03_VC202,HC03_VC203,HC03_VC204,HC03_VC205,HC03_VC206,HC03_VC207,HC03_VC208,HC03_VC209
239,mid,HC03_VC182_3,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_3,HC03_VC187_2,HC03_VC188_2,HC03_VC189_2,HC03_VC190_2,HC03_VC191_2,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_1,HC03_VC203_1,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
240,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_3,HC03_VC189_2,HC03_VC190_2,HC03_VC191_2,HC03_VC192_2,HC03_VC193_2,HC03_VC194_2,HC03_VC195_2,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_1,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
241,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_3,HC03_VC187_1,HC03_VC188_4,HC03_VC189_3,HC03_VC190_2,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_2,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_4,HC03_VC202_4,HC03_VC203_1,HC03_VC204_3,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_1
242,mid,HC03_VC182_4,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_4,HC03_VC189_4,HC03_VC190_1,HC03_VC191_4,HC03_VC192_3,HC03_VC193_2,HC03_VC194_4,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_1,HC03_VC200_2,HC03_VC201_4,HC03_VC202_4,HC03_VC203_3,HC03_VC204_1,HC03_VC205_3,HC03_VC206_4,HC03_VC207_2,HC03_VC208_4,HC03_VC209_1
243,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_1,HC03_VC188_2,HC03_VC189_1,HC03_VC190_1,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_2,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
244,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_2,HC03_VC185_1,HC03_VC186_1,HC03_VC187_1,HC03_VC188_4,HC03_VC189_3,HC03_VC190_2,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_3,HC03_VC195_1,HC03_VC196_1,HC03_VC197_2,HC03_VC198_1,HC03_VC199_1,HC03_VC200_2,HC03_VC201_4,HC03_VC202_4,HC03_VC203_1,HC03_VC204_2,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_1
245,mid,HC03_VC182_3,HC03_VC183_3,HC03_VC184_2,HC03_VC185_1,HC03_VC186_2,HC03_VC187_2,HC03_VC188_2,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_1,HC03_VC193_3,HC03_VC194_4,HC03_VC195_3,HC03_VC196_3,HC03_VC197_2,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_4,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_3,HC03_VC206_3,HC03_VC207_3,HC03_VC208_2,HC03_VC209_1
246,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_2,HC03_VC189_2,HC03_VC190_1,HC03_VC191_2,HC03_VC192_1,HC03_VC193_2,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_2,HC03_VC198_3,HC03_VC199_2,HC03_VC200_1,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_2,HC03_VC205_3,HC03_VC206_3,HC03_VC207_2,HC03_VC208_4,HC03_VC209_2
247,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_3,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_2,HC03_VC190_1,HC03_VC191_4,HC03_VC192_2,HC03_VC193_3,HC03_VC194_4,HC03_VC195_2,HC03_VC196_3,HC03_VC197_1,HC03_VC198_3,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_1,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_3,HC03_VC209_2
248,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_2,HC03_VC186_3,HC03_VC187_1,HC03_VC188_3,HC03_VC189_1,HC03_VC190_2,HC03_VC191_2,HC03_VC192_1,HC03_VC193_2,HC03_VC194_2,HC03_VC195_3,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_4,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
249,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_1,HC03_VC188_2,HC03_VC189_1,HC03_VC190_3,HC03_VC191_2,HC03_VC192_2,HC03_VC193_2,HC03_VC194_1,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_1,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
250,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_3,HC03_VC188_1,HC03_VC189_4,HC03_VC190_1,HC03_VC191_4,HC03_VC192_3,HC03_VC193_2,HC03_VC194_4,HC03_VC195_3,HC03_VC196_2,HC03_VC197_3,HC03_VC198_3,HC03_VC199_1,HC03_VC200_4,HC03_VC201_3,HC03_VC202_4,HC03_VC203_3,HC03_VC204_1,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
251,mid,HC03_VC182_1,HC03_VC183_1,HC03_VC184_2,HC03_VC185_3,HC03_VC186_1,HC03_VC187_3,HC03_VC188_2,HC03_VC189_3,HC03_VC190_2,HC03_VC191_2,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_2,HC03_VC196_2,HC03_VC197_2,HC03_VC198_3,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_1,HC03_VC203_2,HC03_VC204_3,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_3,HC03_VC209_2
252,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_3,HC03_VC185_1,HC03_VC186_3,HC03_VC187_4,HC03_VC188_1,HC03_VC189_3,HC03_VC190_2,HC03_VC191_4,HC03_VC192_3,HC03_VC193_2,HC03_VC194_4,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_3,HC03_VC199_1,HC03_VC200_4,HC03_VC201_2,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_3,HC03_VC206_3,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
253,mid,HC03_VC182_2,HC03_VC183_3,HC03_VC184_3,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_1,HC03_VC189_2,HC03_VC190_1,HC03_VC191_2,HC03_VC192_1,HC03_VC193_2,HC03_VC194_2,HC03_VC195_2,HC03_VC196_1,HC03_VC197_3,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_1,HC03_VC203_3,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_3,HC03_VC208_3,HC03_VC209_1
254,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_2,HC03_VC188_3,HC03_VC189_4,HC03_VC190_1,HC03_VC191_2,HC03_VC192_3,HC03_VC193_4,HC03_VC194_1,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_4,HC03_VC201_1,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_4,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
255,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_2,HC03_VC187_1,HC03_VC188_2,HC03_VC189_4,HC03_VC190_1,HC03_VC191_2,HC03_VC192_2,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_2,HC03_VC203_1,HC03_VC204_3,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
256,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_3,HC03_VC186_2,HC03_VC187_1,HC03_VC188_3,HC03_VC189_3,HC03_VC190_2,HC03_VC191_1,HC03_VC192_2,HC03_VC193_2,HC03_VC194_2,HC03_VC195_2,HC03_VC196_2,HC03_VC197_3,HC03_VC198_2,HC03_VC199_2,HC03_VC200_2,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_2,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
257,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_2,HC03_VC185_3,HC03_VC186_3,HC03_VC187_1,HC03_VC188_1,HC03_VC189_3,HC03_VC190_3,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_1,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_1,HC03_VC200_3,HC03_VC201_1,HC03_VC202_1,HC03_VC203_2,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
258,mid,HC03_VC182_3,HC03_VC183_1,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_3,HC03_VC188_2,HC03_VC189_2,HC03_VC190_1,HC03_VC191_3,HC03_VC192_3,HC03_VC193_3,HC03_VC194_1,HC03_VC195_3,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_1,HC03_VC201_1,HC03_VC202_2,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_1,HC03_VC207_1,HC03_VC208_3,HC03_VC209_2
259,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_3,HC03_VC188_1,HC03_VC189_4,HC03_VC190_4,HC03_VC191_3,HC03_VC192_3,HC03_VC193_4,HC03_VC194_1,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_4,HC03_VC202_4,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
260,mid,HC03_VC182_3,HC03_VC183_1,HC03_VC184_3,HC03_VC185_2,HC03_VC186_1,HC03_VC187_1,HC03_VC188_2,HC03_VC189_3,HC03_VC190_4,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_1,HC03_VC195_3,HC03_VC196_2,HC03_VC197_1,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_1,HC03_VC202_1,HC03_VC203_3,HC03_VC204_3,HC03_VC205_2,HC03_VC206_4,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
261,mid,HC03_VC182_2,HC03_VC183_1,HC03_VC184_1,HC03_VC185_2,HC03_VC186_2,HC03_VC187_4,HC03_VC188_2,HC03_VC189_3,HC03_VC190_1,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_4,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_1,HC03_VC202_2,HC03_VC203_2,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_1,HC03_VC208_3,HC03_VC209_2
262,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_4,HC03_VC189_1,HC03_VC190_1,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_2,HC03_VC195_2,HC03_VC196_2,HC03_VC197_2,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_4,HC03_VC202_3,HC03_VC203_1,HC03_VC204_1,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_3,HC03_VC209_1
263,mid,HC03_VC182_3,HC03_VC183_1,HC03_VC184_2,HC03_VC185_3,HC03_VC186_3,HC03_VC187_2,HC03_VC188_3,HC03_VC189_4,HC03_VC190_3,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_3,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_2,HC03_VC206_2,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
264,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_2,HC03_VC187_1,HC03_VC188_4,HC03_VC189_3,HC03_VC190_3,HC03_VC191_2,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_4,HC03_VC202_4,HC03_VC203_1,HC03_VC204_2,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_1
265,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_1,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_3,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_1,HC03_VC193_2,HC03_VC194_3,HC03_VC195_1,HC03_VC196_2,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_1,HC03_VC203_2,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_1
266,mid,HC03_VC182_3,HC03_VC183_3,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_2,HC03_VC188_2,HC03_VC189_4,HC03_VC190_4,HC03_VC191_3,HC03_VC192_2,HC03_VC193_2,HC03_VC194_2,HC03_VC195_2,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_4,HC03_VC201_4,HC03_VC202_4,HC03_VC203_2,HC03_VC204_1,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
267,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_1,HC03_VC185_2,HC03_VC186_1,HC03_VC187_4,HC03_VC188_4,HC03_VC189_4,HC03_VC190_1,HC03_VC191_3,HC03_VC192_2,HC03_VC193_3,HC03_VC194_3,HC03_VC195_2,HC03_VC196_1,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_3,HC03_VC209_1
268,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_2,HC03_VC185_2,HC03_VC186_1,HC03_VC187_2,HC03_VC188_3,HC03_VC189_1,HC03_VC190_2,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_2,HC03_VC195_2,HC03_VC196_2,HC03_VC197_2,HC03_VC198_2,HC03_VC199_1,HC03_VC200_3,HC03_VC201_3,HC03_VC202_1,HC03_VC203_2,HC03_VC204_3,HC03_VC205_2,HC03_VC206_1,HC03_VC207_2,HC03_VC208_1,HC03_VC209_2
269,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_1,HC03_VC185_2,HC03_VC186_3,HC03_VC187_1,HC03_VC188_1,HC03_VC189_1,HC03_VC190_4,HC03_VC191_2,HC03_VC192_1,HC03_VC193_3,HC03_VC194_1,HC03_VC195_2,HC03_VC196_3,HC03_VC197_4,HC03_VC198_2,HC03_VC199_1,HC03_VC200_1,HC03_VC201_4,HC03_VC202_1,HC03_VC203_3,HC03_VC204_3,HC03_VC205_1,HC03_VC206_1,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
270,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_2,HC03_VC187_3,HC03_VC188_4,HC03_VC189_4,HC03_VC190_4,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_3,HC03_VC199_2,HC03_VC200_2,HC03_VC201_2,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
271,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_1,HC03_VC185_2,HC03_VC186_1,HC03_VC187_4,HC03_VC188_4,HC03_VC189_2,HC03_VC190_1,HC03_VC191_4,HC03_VC192_1,HC03_VC193_2,HC03_VC194_4,HC03_VC195_2,HC03_VC196_1,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_3,HC03_VC207_2,HC03_VC208_3,HC03_VC209_1
272,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_2,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_3,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_3,HC03_VC204_2,HC03_VC205_1,HC03_VC206_2,HC03_VC207_3,HC03_VC208_1,HC03_VC209_1
273,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_2,HC03_VC185_1,HC03_VC186_2,HC03_VC187_1,HC03_VC188_3,HC03_VC189_2,HC03_VC190_3,HC03_VC191_1,HC03_VC192_3,HC03_VC193_1,HC03_VC194_2,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
274,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_1,HC03_VC188_4,HC03_VC189_2,HC03_VC190_2,HC03_VC191_2,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_4,HC03_VC202_3,HC03_VC203_1,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_1
275,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_2,HC03_VC189_1,HC03_VC190_1,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_3,HC03_VC202_1,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
276,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_1,HC03_VC188_3,HC03_VC189_4,HC03_VC190_1,HC03_VC191_2,HC03_VC192_3,HC03_VC193_1,HC03_VC194_2,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_2,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_3,HC03_VC205_3,HC03_VC206_4,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
277,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_1,HC03_VC189_4,HC03_VC190_4,HC03_VC191_4,HC03_VC192_2,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_2,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_3,HC03_VC202_4,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
278,mid,HC03_VC182_4,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_3,HC03_VC190_4,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_4,HC03_VC202_1,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_4,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
279,mid,HC03_VC182_3,HC03_VC183_4,HC03_VC184_2,HC03_VC185_1,HC03_VC186_1,HC03_VC187_1,HC03_VC188_1,HC03_VC189_1,HC03_VC190_2,HC03_VC191_2,HC03_VC192_1,HC03_VC193_2,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_2,HC03_VC198_1,HC03_VC199_2,HC03_VC200_1,HC03_VC201_4,HC03_VC202_3,HC03_VC203_1,HC03_VC204_2,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
280,mid,HC03_VC182_1,HC03_VC183_1,HC03_VC184_2,HC03_VC185_3,HC03_VC186_2,HC03_VC187_3,HC03_VC188_3,HC03_VC189_3,HC03_VC190_1,HC03_VC191_2,HC03_VC192_2,HC03_VC193_4,HC03_VC194_2,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_4,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_1,HC03_VC206_2,HC03_VC207_2,HC03_VC208_3,HC03_VC209_2
281,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_2,HC03_VC187_3,HC03_VC188_2,HC03_VC189_1,HC03_VC190_3,HC03_VC191_2,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_2,HC03_VC203_1,HC03_VC204_2,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
282,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_2,HC03_VC185_2,HC03_VC186_3,HC03_VC187_1,HC03_VC188_1,HC03_VC189_3,HC03_VC190_4,HC03_VC191_2,HC03_VC192_3,HC03_VC193_3,HC03_VC194_1,HC03_VC195_2,HC03_VC196_3,HC03_VC197_3,HC03_VC198_2,HC03_VC199_2,HC03_VC200_4,HC03_VC201_3,HC03_VC202_3,HC03_VC203_3,HC03_VC204_2,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_3,HC03_VC209_2
283,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_1,HC03_VC188_2,HC03_VC189_1,HC03_VC190_3,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_1,HC03_VC195_4,HC03_VC196_3,HC03_VC197_2,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_1,HC03_VC202_3,HC03_VC203_3,HC03_VC204_2,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
284,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_2,HC03_VC185_3,HC03_VC186_3,HC03_VC187_3,HC03_VC188_4,HC03_VC189_4,HC03_VC190_3,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_3,HC03_VC195_4,HC03_VC196_1,HC03_VC197_4,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_2,HC03_VC202_4,HC03_VC203_3,HC03_VC204_1,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
285,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_3,HC03_VC185_2,HC03_VC186_3,HC03_VC187_1,HC03_VC188_3,HC03_VC189_2,HC03_VC190_3,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_2,HC03_VC197_3,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_3,HC03_VC202_2,HC03_VC203_1,HC03_VC204_3,HC03_VC205_2,HC03_VC206_1,HC03_VC207_2,HC03_VC208_1,HC03_VC209_2
286,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_2,HC03_VC187_3,HC03_VC188_2,HC03_VC189_3,HC03_VC190_2,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_2,HC03_VC202_2,HC03_VC203_3,HC03_VC204_1,HC03_VC205_3,HC03_VC206_1,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
